lat,lgn,city
18.90806,-97.0,Fortín de las Flores
19.09417,-96.15667,Fraccionamiento Arboledas San Ramón
18.15056,-94.5525,Fraccionamiento Ciudad Olmeca
25.82528,-100.24611,Fraccionamiento Cosmópolis Octavo Sector
19.37222,-99.74028,Fraccionamiento Colinas del Sol
19.20833,-96.21639,Fraccionamiento Costa Dorada
19.95083,-102.25639,Fraccionamiento Ex-Hacienda el Refugio
19.76167,-101.19444,Fraccionamiento Galaxia Tarímbaro
19.21722,-96.22639,Fraccionamiento Geovillas los Pinos
19.82917,-99.08278,Fraccionamiento la Trinidad
23.18833,-106.33,Fraccionamiento los Ángeles
19.49611,-96.88639,Fraccionamiento las Fuentes
18.95444,-99.25722,Fraccionamiento Lomas de Ahuatlán
17.97778,-94.63917,Fraccionamiento los Prados
19.75639,-101.20444,Fraccionamiento Metrópolis II
25.74556,-100.15194,Fraccionamiento Misión de San Javier
19.76556,-101.12167,Fraccionamiento Misión del Valle
18.10889,-92.86778,Fraccionamiento Ocuiltzapotlán Dos
19.38944,-99.64861,Fraccionamiento Real de San Pablo
25.90417,-100.15972,Fraccionamiento Real Palmas
19.41111,-99.57417,Fraccionamiento Rinconada del Valle
20.07111,-102.68667,Fraccionamiento San Miguel
18.86889,-97.12222,Fraccionamiento Valle Dorado
23.18126,-102.87136,Fresnillo
18.54326,-92.6453,Frontera
16.94583,-93.01306,Francisco Sarabia
15.66046,-92.14282,Frontera Comalapa
16.82111,-90.89028,Frontera Corozal
14.77744,-92.17741,Frontera Hidalgo
19.6325,-99.13861,Fuentes del Valle
25.79111,-108.56333,Gabriel Leyva Velázquez
20.505,-103.20472,Galaxia Bonito Jalisco
18.999,-98.1525,Galaxia la Calera
24.82642,-100.07782,Galeana
25.81147,-100.5941,García
20.45722,-103.41889,Galaxia la Noria
25.93611,-108.39639,Genaro Estrada
24.81917,-107.65667,General Ángel Flores (La Palma)
25.79239,-99.18147,General Bravo
25.65384,-100.37758,Garza García
25.37767,-101.47571,General Cepeda
22.99747,-102.74255,General Enrique Estrada
25.79516,-100.31461,General Escobedo
19.8975,-98.92611,General Felipe Ángeles (Los Ángeles)
22.66461,-102.11007,General Pánfilo Natera
25.25857,-99.68371,General Teran
20.56389,-100.24389,General Lázaro Cárdenas (El Colorado)
23.18056,-102.47589,Gonzales Ortega
23.92569,-99.2961,Graciano Sánchez
25.56985,-103.49588,Gomez Palacio
25.89535,-100.10686,General Zuazua
18.01932,-102.21225,Guacamayas
19.59278,-98.96667,Granjas Ampliación Santa Rosa
19.60111,-99.825,Guadalupe Cachi
20.66682,-103.39182,Guadalajara
17.17268,-96.81022,Guadalupe Etla
25.67678,-100.25646,"Guadalupe, Nuevo León"
19.43839,-98.07806,Guadalupe Texcalac
32.28924,-115.10534,Guadalupe Victoria
19.2911,-97.3429,Guadalupe Victoria
24.44401,-104.12156,Guadalupe Victoria
21.67972,-105.3275,Guadalupe Victoria
19.55472,-96.96056,Guadalupe Victoria
26.09117,-106.9626,Guadalupe y Calvo
22.75305,-102.51822,"Guadalupe, Zacatecas"
25.46404,-108.08199,Guamúchil
19.35833,-98.5375,Guadalupe Zaragoza
21.01858,-101.2591,Guanajuato
22.38306,-98.48306,Guayalejo
25.56745,-108.46756,Guasave
27.91928,-110.89755,Guaymas
22.8694,-98.75886,Gustavo A. Madero
24.01548,-99.20074,Guillermo Zúñiga
20.45347,-97.08588,Gutiérrez Zamora
20.51944,-103.39306,Hacienda los Fresnos
23.08333,-102.68333,Hacienda Toribio
20.51806,-103.38056,Hacienda Santa Fe
20.4777,-90.08104,Halachó
25.91472,-100.16278,Hacienda San Pedro
20.17735,-90.13357,Hecelchakán
25.63556,-100.12667,Héctor Caballero
28.04306,-103.79111,Hércules
29.1026,-110.97732,Hermosillo
18.77143,-95.76181,Heroica Alvarado
32.51097,-114.92278,Hermosillo
30.71825,-112.15822,Heroica Caborca
19.07275,-97.04685,Heroica Coscomatepec de Bravo
25.87972,-97.50417,Heroica Matamoros
19.43612,-100.35733,Heróica Zitácuaro
17.26944,-97.67917,Heroica Ciudad de Tlaxiaco
26.92961,-105.6662,Hidalgo del Parral
17.26916,-97.68053,Heroica Ciudad de Tlaxiaco
25.8579,-99.61898,Hidalgo
26.05,-98.2,Hidalgo
25.96892,-109.3042,Higuera de Zaragoza
17.77127,-94.64713,Hidalgotitlán
18.5775,-99.18056,Higuerón
20.8162,-89.24626,Hocaba
20.86513,-89.20125,Hoctun
20.73918,-89.2849,Homun
19.74671,-89.84437,Hopelchén
19.31491,-97.92321,Huamantla
19.40056,-98.16,Hualcaltzinco
24.88572,-99.67439,Hualahuises
17.80287,-98.56417,Huamuxtitlán
21.06035,-104.05091,Hostotipaquillo
22.63667,-105.31972,Huajicori
19.9914,-101.27597,Huandacareo
20.36783,-101.49869,Huanimaro
18.76667,-98.55,Huaquechula
26.8261,-109.6422,Huatabampo
15.83267,-96.32063,Huatulco
21.03105,-98.28685,Huautla
19.14876,-96.9676,Huatusco de Chicuellar
20.17376,-98.05491,Huauchinango
15.01981,-92.38249,Huehuetán
18.15667,-94.79306,Huazuntlán
18.1315,-96.84088,Huautla de Jiménez
18.75309,-98.77551,Huazulco
18.37355,-98.69061,Huehuetlán El Chico
19.83567,-99.20131,Huehuetoca
22.35881,-103.2114,Huejucar
19.15945,-98.40734,Huejotzingo
22.62547,-103.89777,Huejuquilla
21.14,-98.41944,Huejutla de Reyes
18.62926,-100.897,Huetamo de Núñez
18.88587,-98.68948,Hueyapan
18.14479,-95.14873,Hueyapan de Ocampo
19.47088,-98.34778,Hueyotlipan
19.91301,-99.07384,Hueypoxtla
19.94029,-97.28848,Hueytamalco
20.37593,-99.64869,Huichapan
20.72603,-89.16072,Huhi
19.68056,-99.25639,Huilango
19.93889,-97.28722,Hueytamalco
17.83386,-93.39198,Huimanguillo
18.75,-97.31667,Huiloapan
18.81722,-97.15444,Huiloapan de Cuauhtémoc
17.17174,-92.68578,Huitiupán
20.37199,-100.27737,Huimilpan
19.02983,-99.26788,Huitzilac
17.75633,-99.48013,Huitziltepec
18.30668,-99.33541,Huitzuco de los Figueroa
19.35985,-99.35016,Huixquilucan
16.65361,-98.30455,Huixtepec
21.01723,-89.87551,Hunucmá
15.1402,-92.46587,Huixtla
28.39355,-107.22774,Ignacio Zaragoza
18.38299,-92.84418,Ignacio Allende
18.34928,-99.53936,Iguala de la Independencia
19.85806,-102.05417,Ichán
30.78955,-110.84596,Imuris
19.78767,-100.96907,Indaparapeo
18.87716,-99.12237,Independencia
18.19583,-93.12056,Iquinuapa
20.67675,-101.35628,Irapuato
19.96156,-100.92202,Irámuco
19.70004,-100.47841,Irimbo
18.78714,-91.49277,Isla Aguada
22.73306,-105.84556,Isla del Bosque
18.20138,-96.48278,Isla Soyaltepec
21.23114,-86.73105,Isla Mujeres
20.91644,-89.69823,Itzincab Palomeque
18.50139,-99.79139,Ixcateopan de Cuauhtémoc
21.23695,-98.00689,Ixcatepec
17.29341,-93.00829,Ixhuatán
18.89728,-97.14803,Ixhuatlancillo
21.15235,-89.48182,Ixil
17.43093,-93.09704,Ixtacomitán
18.85504,-97.06088,Ixtac Zoquitlán
20.47841,-99.21697,Ixmiquilpan
16.80368,-92.90626,Ixtapa
20.71641,-105.20487,Ixtapa
17.64344,-101.55212,Ixtapa-Zihuatanejo
17.66782,-101.64165,Ixtapa
19.31556,-98.88284,Ixtapaluca
19.25111,-97.89472,Ixtenco
18.84369,-99.67671,Ixtapan de la Sal
19.83889,-98.01444,Ixtlahuaca Barrio
19.56889,-99.76694,Ixtlahuaca de Rayón
19.88139,-98.86028,Ixtlahuaca de Cuauhtémoc
20.86405,-103.24029,Ixtlahuacán del Río
20.3486,-103.19336,Ixtlahuacán de los Membrillos
21.03907,-104.37116,Ixtlán del Río
20.16894,-102.39364,Ixtlán
20.93537,-89.01802,Izamal
19.35738,-99.0671,Iztapalapa
19.39528,-99.09778,Iztacalco
18.60151,-98.46499,Izúcar de Matamoros
21.00952,-99.19134,Jacala
21.10484,-104.43764,Jala
19.98056,-98.78833,Jagüey de Téllez (Estación Téllez)
19.49556,-96.85278,Jacarandas
17.72168,-92.81272,Jalapa
16.5,-95.46667,Jalapa
19.80333,-97.3083,Jalacingo
21.48122,-105.09851,Jalcocotán
18.82465,-97.08812,Jalapilla
21.16741,-102.46386,Jalostotitlán
21.63432,-102.98005,Jalpa
19.67833,-99.87389,Jalpa de los Baños
21.21802,-99.47152,Jalpan
18.17633,-93.063,Jalpa de Méndez
19.7296,-98.63456,Jaltepec
19.75399,-99.09367,Jaltenco
21.13284,-98.53898,Jaltocan
19.23144,-104.68479,Jaluco
19.04179,-96.24143,Jamapa
20.29349,-102.70754,Jamay
18.71694,-98.77635,Jantetelco
19.56058,-101.67785,Jarácuaro
20.37266,-101.06361,Jaral del Progreso
25.62944,-100.18778,Jardines de la Silla (Jardines)
16.72847,-93.03463,Jardínes del Grijalva
23.40621,-99.38072,Jaumave
20.51889,-103.42222,Jardines de San Sebastián
20.06972,-98.41778,Javier Rojo Gómez
18.27389,-88.68111,Javier Rojo Gómez
22.64862,-102.99034,Jerez de García Salinas
20.15467,-100.5086,Jerécuaro
17.43526,-95.02637,Jesús Carranza
19.12089,-99.98786,Jesús del Monte
19.375,-99.29444,Jesús del Monte
21.99607,-102.29095,Jesús Gómez Portugal
21.99917,-102.29139,Jesús Gómez Portugal (Margaritas)
21.96111,-102.34333,Jesús María
18.87667,-97.62306,Jesús Nazareno
19.37306,-99.6275,Jicaltepec Cuexcontitlán
19.37167,-99.64083,Jicaltepec Autopan
28.33333,-105.4,Jiménez
19.95194,-99.53278,Jilotepec de Molina Enríquez
19.86889,-99.06194,Jilotzingo
19.61184,-96.95169,Jilotepec
19.99482,-102.71969,Jiquílpan de Juárez
16.66806,-93.64667,Jiquipilas
17.06723,-92.86111,Jitotol de Zaragoza
18.88139,-99.17778,Jiutepec
19.71068,-99.78831,Jocotitlán
20.28527,-103.42897,Jocotepec
18.32779,-98.84566,Jolalpan
18.61472,-99.18028,Jojutla
18.68308,-98.80302,Jonacatepec de Leandro Valle
18.08984,-92.13807,Jonuta
19.05032,-99.53375,Joquicingo de León Guzmán
19.94889,-105.32778,José María Pino Suárez (Nuevo Nahuapa)
19.30972,-98.84667,Jorge Jiménez Cantú
17.24667,-92.36278,Joshil
24.93972,-107.82083,Juan Aldama (El Tigre)
24.29188,-103.39272,Juan Aldama
25.75694,-108.8247,Juan Jose Rios
19.72917,-97.19667,Juan Marcos (San José Buenavista)
17.99389,-95.40139,Juan Rodríguez Clara
18.81139,-98.92194,Juan Morales
20.50888,-103.17025,Juanacatlán
25.64724,-100.09582,Juárez
19.36056,-98.525,Juárez Coronaco
21.40862,-103.11663,Juchipila
16.43603,-95.01975,Juchitán de Zaragoza
19.10224,-98.87987,Juchitepec de Mariano Riva Palacio
20.08472,-104.09837,Juchitlán
19.45915,-100.49483,Jungapeo de Juárez
20.93482,-89.55871,Kanasín
21.10182,-87.48644,Kantunilkin
20.79645,-89.03539,Kantunil
20.91519,-89.94825,Kinchil
16.99778,-99.78,Kilómetro 30
16.86444,-92.46111,Kotolte
21.10342,-89.66242,Komchén
19.74306,-101.135,La Aldea
20.90166,-101.47852,La Aldea
20.29028,-102.54565,La Barca
20.49528,-103.24833,La Alameda
20.7979,-101.33212,La Calera
20.75287,-97.9084,La Ceiba
19.35611,-99.74806,La Cabecera
18.95611,-99.58139,La Ciénega
20.60805,-100.33275,"La Cañada, Querétaro"
23.73052,-105.68882,La Ciudad
20.05472,-98.77028,La Colonia
24.22363,-107.1861,La Constancia
19.63322,-99.84424,La Concepción de los Baños
20.02111,-99.57611,La Comunidad
19.34861,-99.54917,La Constitución Toltepec
23.92126,-106.8925,La Cruz
21.15194,-101.73306,La Ermita
20.42123,-100.06616,La Estancia
19.07444,-101.50667,La Ermita (Nueva Jerusalén)
20.55255,-100.03591,La Fuente
18.66778,-98.45528,La Galarza
18.96312,-101.8072,"La Huacana, San Lucas"
19.4844,-104.64378,La Huerta
18.6,-96.15,La Isla
20.60677,-97.4995,La Isla Km 10
21.92501,-105.04031,La Jarretadera
18.66667,-99.46667,La Joya
29.91313,-112.69179,La Libertad
14.59167,-92.19315,La Libertad
17.91056,-92.93389,La Lima
20.47554,-100.16145,La Lira
20.46616,-99.9933,La Llave
19.28287,-98.19609,La Magdalena Tlaltelulco
31.15972,-110.97444,La Mesa
18.68333,-102.28333,La Mira Tumbiscatio
20.28297,-100.8059,La Moncada
24.14437,-110.3005,La Paz
17.99583,-102.22694,La Orilla
19.54306,-98.91111,La Pastoría
18.92809,-97.13365,La Perla
20.34763,-102.02806,La Piedad Cavadas
18.9275,-97.1325,La Perla
19.78129,-99.18267,La Planada
22.03438,-100.86677,La Pila
22.34358,-105.3935,La Presa
28.72268,-111.58687,La Providencia
20.65889,-100.34222,La Pradera
19.75833,-99.14667,La Providencia
24.69787,-99.54151,La Reforma
20.06417,-98.71722,La Providencia Siglo XXI
25.08164,-108.05673,La Reforma
19.60361,-104.43472,La Resolana
18.02333,-92.96306,La Selva
19.9,-104.4,La Tijera
20.58167,-103.44056,La Tijera
25.73367,-108.48409,La Trinidad
16.12271,-92.05521,La Trinitaria
19.09,-98.26389,La Trinidad Chautenco
26.81961,-109.60831,"La Unión, Sonora"
17.98561,-101.80655,"La Unión, Guerrero"
20.72795,-103.54509,La Venta del Astillero
21.3559,-101.93399,Lagos de Moreno
27.02549,-100.50528,Lampazos de Naranjo
27.03056,-103.36667,Laguna del Rey (Químicas del Rey)
19.15194,-96.19778,Las Amapolas
16.36667,-94.61667,Las Amilpas
17.93333,-94.08333,Las Choapas
20.19611,-97.97667,Las Colonias de Hidalgo
32.40889,-116.94361,Las Delicias
19.97222,-99.55611,Las Huertas
20.6925,-105.27389,Las Jarretaderas
19.43061,-104.70646,Las Juntas
16.31265,-91.98107,Las Margaritas
22.93672,-109.94235,Las Palmas
20.57376,-103.32345,Las Pintas de Arriba
21.18021,-105.13595,Las Varas
20.56444,-103.30222,Las Pintitas
25.95167,-100.31806,Las Torres
23.15028,-109.70611,Las Veredas
19.63728,-97.09835,Las Vigas
16.76144,-99.22942,Las Vigas
16.60417,-93.79139,Lázaro Cárdenas
23.45056,-102.9625,Lázaro Cárdenas (Rancho Grande)
21.13052,-101.671,León
20.90944,-89.60111,Leona Vicario
18.62936,-95.51968,Lerdo de Tejada
20.9897,-87.20224,Leona Vicario
19.28881,-99.51163,Lerma de Villada
25.66163,-108.637,Leyva Solano
19.45785,-97.71444,Libres
24.65667,-107.545,Licenciado Benito Juárez (Campo Gobierno)
24.85798,-99.56768,Linares
19.62139,-104.53444,Lo Arado
23.31774,-99.02608,Llera
19.40278,-99.61639,Llano de la Y
20.76833,-101.34111,Lo de Juárez
19.64222,-99.32778,Loma de San José
25.71111,-100.13472,Loma la Paz
20.57222,-101.29417,Loma Pelada
19.36139,-98.94472,Lomas de Altavista
19.6275,-99.34611,Loma Larga
18.14806,-94.52639,Lomas de Barrillas
19.19333,-96.21056,Lomas de Río Medio Cuatro
32.54278,-116.65139,Lomas de Santa Anita
20.5275,-103.46778,Lomas de San Agustín
20.4925,-103.4175,Lomas del Sur
19.50446,-96.88899,Lomas Verdes
19.15806,-102.05111,Lombardía
26.01217,-111.34888,Loreto
22.27248,-101.98898,Loreto
32.7,-114.73333,Los Algodones
21.50976,-97.75705,Los Altos
18.88722,-99.02417,Los Arcos
14.86745,-92.302,Los Cafetales
25.79535,-108.99244,Los Mochis
18.24361,-95.12222,Los Mangos
17.89056,-95.34944,Los Tigres (San Marcos)
20.15529,-98.16424,Los Reyes
20.43917,-103.23778,Los Olivos
19.36357,-98.97707,Los Reyes La Paz
20.71083,-103.69139,Los Ruiseñores
22.96139,-102.05556,Los Zacatones
19.20194,-96.21139,Los Torrentes
17.87704,-93.07273,Luis Gil Pérez
20.05389,-98.75639,Los Tuzos
22.43237,-102.24864,Luis Moya
18.91667,-100.4,Luvianos
17.01583,-96.54,Macuilxóchitl de Artigas Carranza
18.15026,-92.86092,Macultepec
32.47306,-116.80278,Maclovio Rojas
17.76152,-92.5965,Macuspana
19.08459,-103.87123,Madrid
30.62789,-110.96203,Magdalena de Kino
18.54972,-97.48472,Magdalena Cuayucatepec
17.24083,-96.82083,Magdalena Apasco
19.33212,-99.21118,Magdalena Contreras
16.90393,-96.5584,Magdalena Teitipac
18.94591,-99.50273,Malinalco
17.24501,-98.67091,Malinaltepec
18.81034,-97.27668,Maltrata
20.47857,-89.36498,Mama
20.38774,-89.39189,Mani
19.09425,-96.33351,Manlio Fabio Altamirano
20.11194,-98.70694,Manuel Ávila Camacho
19.56236,-100.27703,Manzana de San Luis
29.56444,-104.41639,Manuel Ojinaga
19.56917,-99.70361,Manzana Tercera de Santa Cruz Tepexpan
19.11695,-104.34214,Manzanillo
19.05222,-104.31583,Manzanillo
15.43358,-92.90039,Mapastepec
25.8338,-103.8461,Mapimí
19.89167,-100.44229,Maravatío
20.20514,-100.96331,Maravatío del Encinal
20.99884,-101.28751,Marfil
27.36778,-109.88583,Marte R. Gómez (Tobarito)
18.91333,-97.13,Mariano Escobedo
16.58335,-98.81686,Marquelia
25.87896,-100.03244,Marín
20.07082,-97.06078,Martínez de la Torre
17.74121,-99.32909,Mártir de Cuilapan
20.52613,-104.78781,Mascota
21.89036,-101.65059,Matancillas (San Isidro Matancillas)
25.52699,-103.2285,Matamoros
23.64824,-100.64334,Matehuala
16.87902,-95.03939,Matías Romero
20.58456,-90.001,Maxcanú
18.1729,-99.43259,Mayanalán
14.86319,-92.4503,Mazatán
19.9161,-103.02027,Mazamitla
19.17861,-98.18917,Mazatecochco
18.72061,-99.36126,Mazatepec
23.2329,-106.4062,Mazatlán
17.4362,-99.46483,Mazatlán
18.22001,-94.83794,Mecayapan
21.14972,-101.6225,Medina
27.87933,-101.51615,Melchor Múzquiz
20.20917,-97.68083,Mecatlán
18.03694,-93.3625,Melchor Ocampo
20.97537,-89.61696,Mérida
19.70246,-99.1438,Melchor Ocampo
19.25934,-99.60175,Metepec
32.62781,-115.45446,Mexicali
20.73556,-97.85194,Metlaltoyuca
21.26538,-102.77985,Mexticacán
18.87889,-98.74667,Metepec
17.9324,-99.60257,Mezcala
20.9497,-102.84725,Mezcala
19.42847,-99.12766,Mexico City
20.52903,-101.07064,Mexicanos
16.33276,-96.59562,Miahuatlán de Porfirio Díaz
18.77071,-99.36042,Miacatlán
30.61861,-106.51222,Miguel Ahumada
26.42969,-99.15212,Mier
28.84028,-111.4775,Miguel Alemán (La Doce)
24.29421,-103.4509,Miguel Auza
19.84574,-99.11193,Miguel Bocanegra
18.25691,-93.31073,Miguel Hidalgo
28.15361,-105.39389,Miguel Hidalgo
19.43471,-99.20091,Miguel Hidalgo
26.0011,-100.52988,Mina
27.65144,-101.28212,Minas de Barroterán
19.36667,-104.06667,Minatitlán
19.19251,-99.02317,Milpa Alta
17.99925,-94.55441,Minatitlán
19.62056,-100.28436,Mineral de Angangueo
22.32085,-97.8595,Miramar
20.13958,-98.67417,Mineral del Monte
19.22492,-98.81333,Miraflores
19.92992,-96.85194,Misantla
25.74,-100.14417,Misión San Pablo
25.77583,-100.42583,Mitras Poniente
20.23031,-99.21396,Mixquiahuala de Juarez
18.7258,-95.98696,Mixtequilla
25.95156,-108.93049,Mochicahui
25.48202,-107.92008,Mocorito
29.80615,-109.67949,Moctezuma
20.78693,-98.72878,Molango
19.44972,-99.60222,Molino Abajo
26.90687,-101.42056,Monclova
18.96587,-97.01657,Monte Blanco
22.30362,-103.56751,Monte Escobedo
25.18909,-99.82865,Montemorelos
25.62611,-100.15694,Monte Kristal
19.45711,-98.90835,Montecillo
20.76333,-100.42861,Montenegro
19.70078,-101.18443,Morelia
25.67507,-100.31847,Monterrey
22.22552,-97.91213,Moralillo
22.86215,-102.61061,Morelos
19.64889,-101.23889,Morelos
18.73684,-97.41907,Morelos Cañada
15.36694,-92.24605,Motozintla
20.12571,-101.19208,Moroleón
21.09571,-89.28332,Motul
18.64252,-96.72949,Motzorongo
26.89141,-111.9826,Mulegé
19.24968,-98.40473,Moyotzingo
20.48794,-89.71387,Muna
20.12858,-99.19948,Munitepec de Madero
18.16971,-93.01843,Nacajuca
16.73056,-92.72528,Nachig
30.4,-109.65,Nacozari Viejo
31.32701,-109.94669,Naco
19.65506,-101.91704,Nahuatzén
27.85736,-105.49233,Naica
19.65474,-96.8732,Naolinco de Victoria
19.77708,-101.75947,Naranja de Tapia
21.35087,-97.68656,Naranjos
28.42071,-100.76565,Nava
20.20795,-96.77305,Nautla
19.47851,-99.23963,Naucalpan de Juárez
19.39694,-99.27667,Naucalpan de Juárez
25.22462,-104.11458,Nazas
27.07015,-109.44391,Navojoa
24.7661,-107.70225,Navolato
25.39916,-103.42065,Nazareno
25.2275,-104.11389,Nazas
19.04945,-98.42645,Nealtican
20.21271,-98.01188,Necaxa
18.77861,-97.15361,Necoxtla
18.4591,-88.92802,Nicolás Bravo
19.74413,-99.06997,Nextlalpan
16.43955,-92.58228,Nicolás Ruiz
23.99609,-103.02013,Nieves
16.56401,-94.61373,Niltepec
21.36545,-102.84659,Nochistlán
19.63658,-99.30682,Nicolás Romero
20.54638,-103.46622,Nicolás R Casillas
19.04392,-101.16187,Nocupétaro
23.84891,-104.24712,Nombre de Dios
31.30862,-110.94217,Nogales
18.83141,-97.15603,Nogales
19.77829,-98.71046,Nopaltepec
19.21566,-97.82255,Nopalucan de la Granja
26.56219,-99.22863,Nueva Ciudad Guerrero
19.02492,-102.09318,Nueva Italia de Ruiz
27.94028,-101.21812,Nueva Rosita
15.80712,-92.75142,Nueva Palestina
16.81722,-91.26,Nueva Palestina
30.41552,-107.91166,Nuevo Casas Grandes
24.88544,-105.07552,Nuevo Ideal
16.46944,-93.43806,Nuevo México
27.47629,-99.51639,Nuevo Laredo
24.04784,-98.90085,Nuevo Padilla
20.7565,-103.44297,Nuevo México
23.17605,-97.95,Nuevo Progreso
19.41857,-102.13087,Nuevo San Juan Parangaricutiro
25.96306,-109.05401,Nuevo San Miguel
20.25572,-101.95106,Numarán
20.40046,-90.14803,Nunkiní
17.06542,-96.72365,Oaxaca de Juárez
18.90583,-98.98071,Oaxtepec
22.84695,-99.33866,Ocampo
27.31477,-102.3966,"Ocampo, Coahuila"
21.64756,-101.48006,"Ocampo, Guanajuato"
19.58298,-100.33946,"Ocampo, Michoacán"
16.90639,-92.09374,Ocosingo
19.58972,-98.89694,Ocopulco
17.2262,-93.1644,Ocotepec
16.76231,-93.37476,Ocozocoautla de Espinosa
20.3553,-102.77358,Ocotlán
19.13545,-98.28268,Ocotlán
19.27127,-99.45787,Ocoyoacac
29.56689,-104.54487,Ojinaga
22.61972,-105.60389,Ojo de Agua de Palmillas
18.87857,-98.77299,Ocuituco
21.86614,-101.59269,Ojuelos de Jalisco
19.68028,-99.01,Ojo de Agua
17.77861,-98.73944,Olinalá
18.74732,-96.7852,Omealca
17.92883,-94.89615,Oluta
16.69008,-98.40797,Ometepec
20.55169,-89.85714,Opichen
19.41163,-101.60515,Opopeo
17.40664,-93.33643,Ostuacán
19.37614,-97.62051,Oriental
18.85101,-97.10084,Orizaba
19.69985,-98.75638,Otumba de Gómez Farías
18.00231,-94.66764,Oteapan
20.30734,-89.41809,Oxkutzkab
16.78588,-92.34455,Oxchuc
21.6604,-97.85049,Ozuluama
19.03689,-98.79516,Ozumba de Alzate
22.17871,-102.34014,Pabellón de Hidalgo
20.11697,-98.73329,Pachuca de Soto
20.07191,-98.69619,Pachuquilla
20.278,-98.14997,Pahuatlán de Valle
18.26267,-94.69172,Pajapan
20.11924,-102.56568,Pajacuarán
17.50953,-91.98248,Palenque
27.89232,-101.42319,Palau
18.25503,-92.0911,Palizada
19.77132,-96.43225,Palma Sola
18.83563,-97.54774,Palmar de Bravo
18.89891,-97.63892,Palmarito Tochapán
18.88278,-97.11139,Palmira
17.1383,-95.06266,Palomares
21.29598,-88.26982,Panabá
21.91837,-101.96542,Palo Alto
21.29639,-88.27056,Panabá
20.46965,-99.26674,Panales
17.00563,-92.47165,Pantelhó
19.98518,-101.76096,Panindícuaro
17.00556,-92.46889,Pantelhó
17.73861,-101.63639,Pantla
19.31619,-98.27013,Panotla
20.195,-99.27083,Panuaya
22.05373,-98.18498,Pánuco
24.53972,-104.32707,Pánuco de Coronado
19.56341,-98.85681,Papalotla
19.16861,-98.20389,Papalotla
19.64745,-102.04897,Paracho de Verduzco
20.44655,-97.32495,Papantla de Olarte
20.14473,-100.76211,Parácuaro
18.40116,-93.21406,Paraiso
19.39944,-99.32694,Paraje el Mirador
18.87868,-96.86054,Paraje Nuevo
16.05083,-93.86667,Paredón
25.78861,-100.44778,Parque Industrial Ciudad Mitras
20.14278,-98.34083,Parque Urbano Napateco
25.44156,-102.1792,Parras de la Fuente
17.91418,-92.91775,Parrilla
20.56917,-103.19056,Paseo Puente Viejo
20.3413,-99.92697,Paso de Mata
20.27278,-102.54528,Paso de Hidalgo (Paso de Álamos)
19.28504,-96.43999,Paso de Ovejas
19.78194,-99.0175,Paseos de San Juan
18.97191,-96.72445,Paso del Macho
19.14133,-101.46889,Pedernales
19.035,-96.13555,Paso del Toro
19.51594,-101.60887,Pátzcuaro
18.59639,-99.17306,Pedro Amaro
28.28333,-105.48333,Pedro Meoqui
20.49963,-100.14278,Pedro Escobedo
18.86722,-98.96833,Peña Flores (Palo Verde)
20.10737,-101.93333,Penjamillo de Degollado
20.43222,-101.72129,Pénjamo
24.79289,-104.02659,Peñón Blanco
19.5201,-102.41397,Peribán de Ramos
19.5633,-97.24228,Perote
17.22715,-92.41511,Petalcingo
25.78481,-100.05071,Pesquería
17.48636,-99.45633,Petaquillas
17.53768,-101.26798,Petatlán
20.12776,-88.92282,Peto
17.51,-93.11591,Pichucalco
19.57289,-101.80737,Pichátaro
18.77026,-96.17178,Piedras Negras
15.68618,-93.20938,Pijijiapan
19.24991,-103.38275,Pihuamo
28.70007,-100.52353,Piedras Negras
22.29734,-101.57512,Pinos
18.74841,-99.67545,Pilcaya
16.42742,-97.97661,Pinotepa de Don Luis
20.69972,-88.58889,Pisté
30.67663,-112.05466,Pitiquito
21.27182,-98.37456,Platón Sánchez
23.22922,-102.8429,Plateros
20.6274,-87.07987,Playa del Carmen
17.83031,-95.81361,Playa Vicente
30.80194,-112.71833,Plutarco Elías Calles (La Y Griega)
17.27722,-94.45194,Poblado 10
25.77046,-103.60707,Poanas
26.2225,-109.06167,Poblado Número Cinco
18.17419,-93.62356,Poblado C-11 José María Morelos y Pavón
17.9675,-93.565,Poblado C-33 20 de Noviembre
17.66472,-99.22278,Pochahuizco
18.04972,-92.93056,Pomoca
20.13727,-90.17488,Pomuch
22.26222,-98.58972,Ponciano Arriaga
25.98222,-100.14333,Portal de las Salinas
20.37963,-102.92557,Poncitlán
32.4425,-117.03417,Pórticos de San Antonio
20.53315,-97.45946,Poza Rica de Hidalgo
27.626,-110.4158,Potam
21.0797,-97.72814,Potrero del Llano
22.94861,-102.5701,Pozos de Gamboa
31.36667,-106.01667,Praxédis Guerrero
19.72154,-99.08366,Prados San Francisco
19.63998,-98.97519,Prados de San Juan
20.15946,-99.25242,Presas
16.33583,-92.66861,Presidente Echeverría (Laja Tendida)
20.08139,-98.73694,PRI Chacón
32.22226,-116.9139,Primo Tapia
32.58039,-115.58479,Progreso
19.37222,-98.93889,Profesor Carlos Hank González
20.24929,-99.18988,Progreso de Alvaro Obregon
18.88008,-99.1526,Progreso
21.28546,-89.64744,Progreso de Castro
19.63679,-99.35688,Progreso Industrial
19.04334,-98.20193,Puebla
27.20361,-109.555,Pueblo Mayo
32.56654,-115.3534,"Puebla, Baja California"
17.64341,-93.15964,Pueblo Juárez
